"","fecha","estacion","pm25","lat","lon"
"34",2024-01-06,"06_037_4008",17.8041666666667,33.859662,-118.200707
"35",2024-01-06,"06_037_4009",11.3354165,33.793713,-118.171019
"36",2024-01-06,"06_037_9035",5.4291665,34.725389,-118.178601
"37",2024-01-07,"06_037_1103",2.89270825,34.06659,-118.22688
"38",2024-01-07,"06_037_1201",2.1,34.19925,-118.53276
"39",2024-01-07,"06_037_1302",2.59583333333333,33.901389,-118.205
"40",2024-01-07,"06_037_1602",2.2,34.01029,-118.0685
"41",2024-01-07,"06_037_2005",2,34.1326,-118.1272
"42",2024-01-07,"06_037_4008",6.15416666666667,33.859662,-118.200707
"43",2024-01-07,"06_037_4009",1.93194433333333,33.793713,-118.171019
"44",2024-01-07,"06_037_9035",1.3166665,34.725389,-118.178601
"45",2024-01-08,"06_037_1103",6.35555566666667,34.06659,-118.22688
"46",2024-01-08,"06_037_1302",6.49166666666667,33.901389,-118.205
"47",2024-01-08,"06_037_4008",10.6694443333333,33.859662,-118.200707
"48",2024-01-08,"06_037_4009",6.6166665,33.793713,-118.171019
"49",2024-01-08,"06_037_9035",2.3375,34.725389,-118.178601
"50",2024-01-09,"06_037_1103",8.873611,34.06659,-118.22688
"51",2024-01-09,"06_037_1302",13.973611,33.901389,-118.205
"52",2024-01-09,"06_037_4008",17.425,33.859662,-118.200707
"53",2024-01-09,"06_037_4009",10.5104165,33.793713,-118.171019
"54",2024-01-09,"06_037_9035",1.3375,34.725389,-118.178601
"55",2024-01-10,"06_037_1103",13.1616666666667,34.06659,-118.22688
"56",2024-01-10,"06_037_1201",9.6,34.19925,-118.53276
"57",2024-01-10,"06_037_1302",14.351389,33.901389,-118.205
"58",2024-01-10,"06_037_1602",12.9,34.01029,-118.0685
"59",2024-01-10,"06_037_2005",10.1,34.1326,-118.1272
"60",2024-01-10,"06_037_4008",16.7694443333333,33.859662,-118.200707
"61",2024-01-10,"06_037_4009",8.211905,33.793713,-118.171019
"62",2024-01-10,"06_037_9035",4,34.725389,-118.178601
"63",2024-01-11,"06_037_1103",5.413889,34.06659,-118.22688
"64",2024-01-11,"06_037_1302",5.79722233333333,33.901389,-118.205
"65",2024-01-11,"06_037_4008",8.11527766666667,33.859662,-118.200707
"66",2024-01-11,"06_037_4009",4.0479165,33.793713,-118.171019
"67",2024-01-11,"06_037_9035",1.0434785,34.725389,-118.178601
"68",2024-01-12,"06_037_1103",9.02083333333333,34.06659,-118.22688
"69",2024-01-12,"06_037_1302",13.225,33.901389,-118.205
"70",2024-01-12,"06_037_4008",15.326389,33.859662,-118.200707
"71",2024-01-12,"06_037_4009",9.4354165,33.793713,-118.171019
"72",2024-01-12,"06_037_9035",0.7458335,34.725389,-118.178601
"73",2024-01-13,"06_037_1103",14.65,34.06659,-118.22688
"74",2024-01-13,"06_037_1201",17,34.19925,-118.53276
"75",2024-01-13,"06_037_1302",24.4652776666667,33.901389,-118.205
"76",2024-01-13,"06_037_1602",14.8,34.01029,-118.0685
"77",2024-01-13,"06_037_2005",12.2,34.1326,-118.1272
"78",2024-01-13,"06_037_4008",22.5333333333333,33.859662,-118.200707
"79",2024-01-13,"06_037_4009",15.6229165,33.793713,-118.171019
"80",2024-01-13,"06_037_9035",2.0208335,34.725389,-118.178601
"81",2024-01-14,"06_037_1103",18.3791666666667,34.06659,-118.22688
"82",2024-01-14,"06_037_1302",23.6277776666667,33.901389,-118.205
"83",2024-01-14,"06_037_4008",25.976389,33.859662,-118.200707
"84",2024-01-14,"06_037_4009",16.9291665,33.793713,-118.171019
"85",2024-01-14,"06_037_9035",0.8375,34.725389,-118.178601
"86",2024-01-15,"06_037_1103",23.4666666666667,34.06659,-118.22688
"87",2024-01-15,"06_037_1302",28.101389,33.901389,-118.205
"88",2024-01-15,"06_037_4008",27.7694443333333,33.859662,-118.200707
"89",2024-01-15,"06_037_4009",17.8395835,33.793713,-118.171019
"90",2024-01-15,"06_037_9035",1.725,34.725389,-118.178601
"91",2024-01-16,"06_037_1103",21.525,34.06659,-118.22688
"92",2024-01-16,"06_037_1201",14.6,34.19925,-118.53276
"93",2024-01-16,"06_037_1302",29.4208333333333,33.901389,-118.205
"94",2024-01-16,"06_037_1602",29.1,34.01029,-118.0685
"95",2024-01-16,"06_037_2005",14.5,34.1326,-118.1272
"96",2024-01-16,"06_037_4008",30.789394,33.859662,-118.200707
"97",2024-01-16,"06_037_4009",22.84375,33.793713,-118.171019
"98",2024-01-16,"06_037_9035",1.9291665,34.725389,-118.178601
"99",2024-01-17,"06_037_1103",24.4458333333333,34.06659,-118.22688
"100",2024-01-17,"06_037_1302",23.8916666666667,33.901389,-118.205
"101",2024-01-17,"06_037_4008",24.1833333333333,33.859662,-118.200707
"102",2024-01-17,"06_037_4009",14.6166665,33.793713,-118.171019
"103",2024-01-17,"06_037_9035",0.4083335,34.725389,-118.178601
"104",2024-01-18,"06_037_1103",20.0625,34.06659,-118.22688
"105",2024-01-18,"06_037_1302",16.6291666666667,33.901389,-118.205
"106",2024-01-18,"06_037_4008",17.4291666666667,33.859662,-118.200707
"107",2024-01-18,"06_037_4009",9.2270835,33.793713,-118.171019
"108",2024-01-18,"06_037_9035",1.225,34.725389,-118.178601
"109",2024-01-19,"06_037_1103",18.86458325,34.06659,-118.22688
"110",2024-01-19,"06_037_1201",19,34.19925,-118.53276
"111",2024-01-19,"06_037_1302",19.3904763333333,33.901389,-118.205
"112",2024-01-19,"06_037_1602",21.6,34.01029,-118.0685
"113",2024-01-19,"06_037_2005",15.1,34.1326,-118.1272
"114",2024-01-19,"06_037_4008",19.7847223333333,33.859662,-118.200707
"115",2024-01-19,"06_037_4009",14.8416666666667,33.793713,-118.171019
"116",2024-01-19,"06_037_9035",1.9291665,34.725389,-118.178601
"117",2024-01-20,"06_037_1103",12.1069443333333,34.06659,-118.22688
"118",2024-01-20,"06_037_1302",14.011111,33.901389,-118.205
"119",2024-01-20,"06_037_4008",13.5166666666667,33.859662,-118.200707
"120",2024-01-20,"06_037_4009",7.30625,33.793713,-118.171019
"121",2024-01-20,"06_037_9035",2.725,34.725389,-118.178601
"122",2024-01-21,"06_037_1103",6.53055566666667,34.06659,-118.22688
"123",2024-01-21,"06_037_1302",7.125,33.901389,-118.205
"124",2024-01-21,"06_037_4008",8.30972233333333,33.859662,-118.200707
"125",2024-01-21,"06_037_4009",1.5,33.793713,-118.171019
"126",2024-01-21,"06_037_9035",0.8166665,34.725389,-118.178601
"127",2024-01-22,"06_037_1103",4.84305566666667,34.06659,-118.22688
"128",2024-01-22,"06_037_1201",3.9,34.19925,-118.53276
"129",2024-01-22,"06_037_1302",4.76666666666667,33.901389,-118.205
"130",2024-01-22,"06_037_1602",5.5,34.01029,-118.0685
"131",2024-01-22,"06_037_2005",4.5,34.1326,-118.1272
"132",2024-01-22,"06_037_4008",8.173611,33.859662,-118.200707
"133",2024-01-22,"06_037_4009",2.5104165,33.793713,-118.171019
"134",2024-01-22,"06_037_9035",1.5,34.725389,-118.178601
"135",2024-01-23,"06_037_1103",8.60416666666667,34.06659,-118.22688
"136",2024-01-23,"06_037_1302",8.65694433333333,33.901389,-118.205
"137",2024-01-23,"06_037_4008",12.7652776666667,33.859662,-118.200707
"138",2024-01-23,"06_037_4009",6.2354165,33.793713,-118.171019
"139",2024-01-23,"06_037_9035",0.6333335,34.725389,-118.178601
"140",2024-01-24,"06_037_1103",9.45833333333333,34.06659,-118.22688
"141",2024-01-24,"06_037_1302",8.99722233333333,33.901389,-118.205
"142",2024-01-24,"06_037_4008",11.5319443333333,33.859662,-118.200707
"143",2024-01-24,"06_037_4009",5.53125,33.793713,-118.171019
"144",2024-01-24,"06_037_9035",4.1333335,34.725389,-118.178601
"145",2024-01-25,"06_037_1103",7.91458325,34.06659,-118.22688
"146",2024-01-25,"06_037_1201",5.5,34.19925,-118.53276
"147",2024-01-25,"06_037_1302",5.70416666666667,33.901389,-118.205
"148",2024-01-25,"06_037_1602",5.9,34.01029,-118.0685
"149",2024-01-25,"06_037_2005",4.9,34.1326,-118.1272
"150",2024-01-25,"06_037_4008",9.37083333333333,33.859662,-118.200707
"151",2024-01-25,"06_037_4009",3.0458335,33.793713,-118.171019
"152",2024-01-25,"06_037_9035",0.8166665,34.725389,-118.178601
"153",2024-01-26,"06_037_1103",9.2375,34.06659,-118.22688
"154",2024-01-26,"06_037_1302",13.325,33.901389,-118.205
"155",2024-01-26,"06_037_4008",15.026389,33.859662,-118.200707
"156",2024-01-26,"06_037_4009",8.9041665,33.793713,-118.171019
"157",2024-01-26,"06_037_9035",3.3375,34.725389,-118.178601
"158",2024-01-27,"06_037_1103",9.85555566666667,34.06659,-118.22688
"159",2024-01-27,"06_037_1302",14.6555556666667,33.901389,-118.205
"160",2024-01-27,"06_037_4008",17.0958333333333,33.859662,-118.200707
"161",2024-01-27,"06_037_4009",9.7,33.793713,-118.171019
"162",2024-01-27,"06_037_9035",0.8375,34.725389,-118.178601
"163",2024-01-28,"06_037_1103",8.773611,34.06659,-118.22688
"164",2024-01-28,"06_037_1201",4.2,34.19925,-118.53276
"165",2024-01-28,"06_037_1302",17.048611,33.901389,-118.205
"166",2024-01-28,"06_037_1602",8.1,34.01029,-118.0685
"167",2024-01-28,"06_037_2005",5.2,34.1326,-118.1272
"168",2024-01-28,"06_037_4008",18.625,33.859662,-118.200707
"169",2024-01-28,"06_037_4009",10.51875,33.793713,-118.171019
"170",2024-01-28,"06_037_9035",0.7041665,34.725389,-118.178601
"171",2024-01-29,"06_037_1103",8.211111,34.06659,-118.22688
"172",2024-01-29,"06_037_1302",11.8597223333333,33.901389,-118.205
"173",2024-01-29,"06_037_4008",14.9902776666667,33.859662,-118.200707
"174",2024-01-29,"06_037_4009",9.8375,33.793713,-118.171019
"175",2024-01-29,"06_037_9035",0.2041665,34.725389,-118.178601
"176",2024-01-30,"06_037_1103",11.4166665,34.06659,-118.22688
"177",2024-01-30,"06_037_1302",16.6402776666667,33.901389,-118.205
"178",2024-01-30,"06_037_4008",17.1277776666667,33.859662,-118.200707
"179",2024-01-30,"06_037_4009",11.3125,33.793713,-118.171019
"180",2024-01-30,"06_037_9035",0.8166665,34.725389,-118.178601
"181",2024-01-31,"06_037_1103",14.571875,34.06659,-118.22688
"182",2024-01-31,"06_037_1201",14.2,34.19925,-118.53276
"183",2024-01-31,"06_037_1302",16.261111,33.901389,-118.205
"184",2024-01-31,"06_037_1602",15.8,34.01029,-118.0685
"185",2024-01-31,"06_037_2005",9.5,34.1326,-118.1272
"186",2024-01-31,"06_037_4008",15.4083333333333,33.859662,-118.200707
"187",2024-01-31,"06_037_4009",9.76944433333333,33.793713,-118.171019
"188",2024-01-31,"06_037_9035",2.9083335,34.725389,-118.178601
"189",2024-02-01,"06_037_1103",5.798611,34.06659,-118.22688
"190",2024-02-01,"06_037_1302",5.23333333333333,33.901389,-118.205
"191",2024-02-01,"06_037_4008",7.60833333333333,33.859662,-118.200707
"192",2024-02-01,"06_037_4009",4.0333335,33.793713,-118.171019
"193",2024-02-01,"06_037_9035",1.4291665,34.725389,-118.178601
"194",2024-02-02,"06_037_1103",7.513889,34.06659,-118.22688
"195",2024-02-02,"06_037_1302",7.6,33.901389,-118.205
"196",2024-02-02,"06_037_4008",8.398611,33.859662,-118.200707
"197",2024-02-02,"06_037_4009",1.7125,33.793713,-118.171019
"198",2024-02-02,"06_037_9035",0.725,34.725389,-118.178601
"199",2024-02-03,"06_037_1103",6.91666666666667,34.06659,-118.22688
"200",2024-02-03,"06_037_1201",6.3,34.19925,-118.53276
"201",2024-02-03,"06_037_1302",6.7,33.901389,-118.205
"202",2024-02-03,"06_037_1602",5.2,34.01029,-118.0685
"203",2024-02-03,"06_037_4008",9.44444433333333,33.859662,-118.200707
"204",2024-02-03,"06_037_4009",5.91875,33.793713,-118.171019
"205",2024-02-03,"06_037_9035",3.1125,34.725389,-118.178601
"206",2024-02-04,"06_037_1103",4.3,34.06659,-118.22688
"207",2024-02-04,"06_037_1302",4.2,33.901389,-118.205
"208",2024-02-04,"06_037_4008",8.16527766666667,33.859662,-118.200707
"209",2024-02-04,"06_037_4009",3.10625,33.793713,-118.171019
"210",2024-02-04,"06_037_9035",1.1125,34.725389,-118.178601
"211",2024-02-05,"06_037_1103",3.24444433333333,34.06659,-118.22688
"212",2024-02-05,"06_037_1302",3.6,33.901389,-118.205
"213",2024-02-05,"06_037_4008",6.50972233333333,33.859662,-118.200707
"214",2024-02-05,"06_037_4009",1.90625,33.793713,-118.171019
"215",2024-02-05,"06_037_9035",0.7458335,34.725389,-118.178601
"216",2024-02-06,"06_037_1103",4.86354175,34.06659,-118.22688
"217",2024-02-06,"06_037_1201",3.6,34.19925,-118.53276
"218",2024-02-06,"06_037_1302",6,33.901389,-118.205
"219",2024-02-06,"06_037_1602",3.6,34.01029,-118.0685
"220",2024-02-06,"06_037_2005",2.2,34.1326,-118.1272
"221",2024-02-06,"06_037_4008",9.97777766666667,33.859662,-118.200707
"222",2024-02-06,"06_037_4009",2.8166665,33.793713,-118.171019
"223",2024-02-06,"06_037_9035",0.0416665,34.725389,-118.178601
"224",2024-02-07,"06_037_1103",5.036111,34.06659,-118.22688
"225",2024-02-07,"06_037_1302",4.323077,33.901389,-118.205
"226",2024-02-07,"06_037_4008",11.421212,33.859662,-118.200707
"227",2024-02-07,"06_037_4009",6.1,33.793713,-118.171019
"228",2024-02-07,"06_037_9035",1.7041665,34.725389,-118.178601
"229",2024-02-08,"06_037_1103",4.87777766666667,34.06659,-118.22688
"230",2024-02-08,"06_037_1302",4.94166666666667,33.901389,-118.205
"231",2024-02-08,"06_037_4008",8.55555566666667,33.859662,-118.200707
"232",2024-02-08,"06_037_4009",3.1083335,33.793713,-118.171019
"233",2024-02-08,"06_037_9035",0.7363635,34.725389,-118.178601
"234",2024-02-09,"06_037_1103",3.90833333333333,34.06659,-118.22688
"235",2024-02-09,"06_037_1201",4.6,34.19925,-118.53276
"236",2024-02-09,"06_037_1302",4.59722233333333,33.901389,-118.205
"237",2024-02-09,"06_037_1602",5.2,34.01029,-118.0685
"238",2024-02-09,"06_037_2005",3.7,34.1326,-118.1272
"239",2024-02-09,"06_037_4008",7.37222233333333,33.859662,-118.200707
"240",2024-02-09,"06_037_4009",3.7285715,33.793713,-118.171019
"241",2024-02-09,"06_037_9035",2.725,34.725389,-118.178601
"242",2024-02-10,"06_037_1103",6.78055566666667,34.06659,-118.22688
"243",2024-02-10,"06_037_1302",10.2916666666667,33.901389,-118.205
"244",2024-02-10,"06_037_4008",12.4902776666667,33.859662,-118.200707
"245",2024-02-10,"06_037_4009",7.925,33.793713,-118.171019
"246",2024-02-10,"06_037_9035",2.1125,34.725389,-118.178601
"247",2024-02-11,"06_037_1103",7.388889,34.06659,-118.22688
"248",2024-02-11,"06_037_1302",13.0194443333333,33.901389,-118.205
"249",2024-02-11,"06_037_4008",13.2041666666667,33.859662,-118.200707
"250",2024-02-11,"06_037_4009",6.2369565,33.793713,-118.171019
"251",2024-02-11,"06_037_9035",1.6125,34.725389,-118.178601
"252",2024-02-12,"06_037_1103",8.38229175,34.06659,-118.22688
"253",2024-02-12,"06_037_1201",6.3,34.19925,-118.53276
"254",2024-02-12,"06_037_1302",12.1222223333333,33.901389,-118.205
"255",2024-02-12,"06_037_1602",9.1,34.01029,-118.0685
"256",2024-02-12,"06_037_2005",5,34.1326,-118.1272
"257",2024-02-12,"06_037_4008",15.8791666666667,33.859662,-118.200707
"258",2024-02-12,"06_037_4009",12.0541666666667,33.793713,-118.171019
"259",2024-02-12,"06_037_9035",0.4083335,34.725389,-118.178601
"260",2024-02-13,"06_037_1103",9.63333333333333,34.06659,-118.22688
"261",2024-02-13,"06_037_1302",12.9347223333333,33.901389,-118.205
"262",2024-02-13,"06_037_4008",14.636111,33.859662,-118.200707
"263",2024-02-13,"06_037_4009",9.6270835,33.793713,-118.171019
"264",2024-02-13,"06_037_9035",1.9083335,34.725389,-118.178601
"265",2024-02-14,"06_037_1103",13.3375,34.06659,-118.22688
"266",2024-02-14,"06_037_1302",10.8527776666667,33.901389,-118.205
"267",2024-02-14,"06_037_4008",14.760606,33.859662,-118.200707
"268",2024-02-14,"06_037_4009",7.7458335,33.793713,-118.171019
"269",2024-02-14,"06_037_9035",4.8130435,34.725389,-118.178601
"270",2024-02-15,"06_037_1103",9.011111,34.06659,-118.22688
"271",2024-02-15,"06_037_1201",4.7,34.19925,-118.53276
"272",2024-02-15,"06_037_1302",10.5458333333333,33.901389,-118.205
"273",2024-02-15,"06_037_1602",11,34.01029,-118.0685
"274",2024-02-15,"06_037_2005",9.2,34.1326,-118.1272
"275",2024-02-15,"06_037_4008",13.323611,33.859662,-118.200707
"276",2024-02-15,"06_037_4009",5.625,33.793713,-118.171019
"277",2024-02-15,"06_037_9035",2.5416665,34.725389,-118.178601
"278",2024-02-16,"06_037_1103",15.863889,34.06659,-118.22688
"279",2024-02-16,"06_037_1302",13.8,33.901389,-118.205
"280",2024-02-16,"06_037_4008",15.4652776666667,33.859662,-118.200707
"281",2024-02-16,"06_037_4009",9.94375,33.793713,-118.171019
"282",2024-02-16,"06_037_9035",2.3375,34.725389,-118.178601
"283",2024-02-17,"06_037_1103",23.711111,34.06659,-118.22688
"284",2024-02-17,"06_037_1302",20.3930556666667,33.901389,-118.205
"285",2024-02-17,"06_037_4008",19.1652776666667,33.859662,-118.200707
"286",2024-02-17,"06_037_4009",9.4104165,33.793713,-118.171019
"287",2024-02-17,"06_037_9035",3.0416665,34.725389,-118.178601
"288",2024-02-18,"06_037_1103",7.765625,34.06659,-118.22688
"289",2024-02-18,"06_037_1201",2.9,34.19925,-118.53276
"290",2024-02-18,"06_037_1302",6.75,33.901389,-118.205
"291",2024-02-18,"06_037_1602",5.4,34.01029,-118.0685
"292",2024-02-18,"06_037_2005",6.5,34.1326,-118.1272
"293",2024-02-18,"06_037_4008",9.5125,33.859662,-118.200707
"294",2024-02-18,"06_037_4009",3.7395835,33.793713,-118.171019
"295",2024-02-18,"06_037_9035",1.4291665,34.725389,-118.178601
"296",2024-02-19,"06_037_1103",3.0375,34.06659,-118.22688
"297",2024-02-19,"06_037_1302",2.73472233333333,33.901389,-118.205
"298",2024-02-19,"06_037_4008",7.00833333333333,33.859662,-118.200707
"299",2024-02-19,"06_037_4009",1.2,33.793713,-118.171019
"300",2024-02-19,"06_037_9035",0.5,34.725389,-118.178601
"301",2024-02-20,"06_037_1103",3.5875,34.06659,-118.22688
"302",2024-02-20,"06_037_1302",2.03472233333333,33.901389,-118.205
"303",2024-02-20,"06_037_4008",5.2875,33.859662,-118.200707
"304",2024-02-20,"06_037_4009",-0.0395835,33.793713,-118.171019
"305",2024-02-20,"06_037_9035",1.0416665,34.725389,-118.178601
"306",2024-02-21,"06_037_1103",3.79722233333333,34.06659,-118.22688
"307",2024-02-21,"06_037_1201",2.7,34.19925,-118.53276
"308",2024-02-21,"06_037_1302",2.83492066666667,33.901389,-118.205
"309",2024-02-21,"06_037_1602",3.6,34.01029,-118.0685
"310",2024-02-21,"06_037_2005",2.5,34.1326,-118.1272
"311",2024-02-21,"06_037_4008",7.3,33.859662,-118.200707
"312",2024-02-21,"06_037_4009",1.3479165,33.793713,-118.171019
"313",2024-02-21,"06_037_9035",1,34.725389,-118.178601
"314",2024-02-22,"06_037_1103",9.67916666666667,34.06659,-118.22688
"315",2024-02-22,"06_037_1302",11.1291666666667,33.901389,-118.205
"316",2024-02-22,"06_037_4008",9.7125,33.859662,-118.200707
"317",2024-02-22,"06_037_4009",5.20625,33.793713,-118.171019
"318",2024-02-22,"06_037_9035",2.7458335,34.725389,-118.178601
"319",2024-02-23,"06_037_1103",7.00694433333333,34.06659,-118.22688
"320",2024-02-23,"06_037_1302",9.29444433333333,33.901389,-118.205
"321",2024-02-23,"06_037_4008",9.075,33.859662,-118.200707
"322",2024-02-23,"06_037_4009",8.025,33.793713,-118.171019
"323",2024-02-23,"06_037_9035",0.8166665,34.725389,-118.178601
"324",2024-02-24,"06_037_1103",8.16979175,34.06659,-118.22688
"325",2024-02-24,"06_037_1201",8.1,34.19925,-118.53276
"326",2024-02-24,"06_037_1302",11.9875,33.901389,-118.205
"327",2024-02-24,"06_037_1602",7.2,34.01029,-118.0685
"328",2024-02-24,"06_037_2005",5,34.1326,-118.1272
"329",2024-02-24,"06_037_4008",8.80694433333333,33.859662,-118.200707
"330",2024-02-24,"06_037_4009",9.61527766666667,33.793713,-118.171019
"331",2024-02-24,"06_037_9035",0.5416665,34.725389,-118.178601
"332",2024-02-25,"06_037_1103",11.413889,34.06659,-118.22688
"333",2024-02-25,"06_037_1302",11.6527776666667,33.901389,-118.205
"334",2024-02-25,"06_037_4008",7.8875,33.859662,-118.200707
"335",2024-02-25,"06_037_4009",6.825,33.793713,-118.171019
"336",2024-02-25,"06_037_9035",2.2041665,34.725389,-118.178601
"337",2024-02-26,"06_037_1103",13.0222223333333,34.06659,-118.22688
"338",2024-02-26,"06_037_1302",13.6458333333333,33.901389,-118.205
"339",2024-02-26,"06_037_4008",10.8291666666667,33.859662,-118.200707
"340",2024-02-26,"06_037_4009",7.7458335,33.793713,-118.171019
"341",2024-02-26,"06_037_9035",3.0208335,34.725389,-118.178601
"342",2024-02-27,"06_037_1103",11.8472223333333,34.06659,-118.22688
"343",2024-02-27,"06_037_1201",8,34.19925,-118.53276
"344",2024-02-27,"06_037_1302",10.9194443333333,33.901389,-118.205
"345",2024-02-27,"06_037_1602",12.5,34.01029,-118.0685
"346",2024-02-27,"06_037_2005",15.6,34.1326,-118.1272
"347",2024-02-27,"06_037_4008",9.173611,33.859662,-118.200707
"348",2024-02-27,"06_037_4009",6.1229165,33.793713,-118.171019
"349",2024-02-27,"06_037_9035",2.5416665,34.725389,-118.178601
"350",2024-02-28,"06_037_1103",11.2194443333333,34.06659,-118.22688
"351",2024-02-28,"06_037_1302",12.3902776666667,33.901389,-118.205
"352",2024-02-28,"06_037_4008",11.1694443333333,33.859662,-118.200707
"353",2024-02-28,"06_037_4009",9.7,33.793713,-118.171019
"354",2024-02-28,"06_037_9035",3.0208335,34.725389,-118.178601
"355",2024-02-29,"06_037_1103",9.60972233333333,34.06659,-118.22688
"356",2024-02-29,"06_037_1302",5.513889,33.901389,-118.205
"357",2024-02-29,"06_037_4008",6.39444433333333,33.859662,-118.200707
"358",2024-02-29,"06_037_4009",4.3291665,33.793713,-118.171019
"359",2024-02-29,"06_037_9035",5.5416665,34.725389,-118.178601
"360",2024-03-01,"06_037_1103",3.45833325,34.06659,-118.22688
"361",2024-03-01,"06_037_1201",2,34.19925,-118.53276
"362",2024-03-01,"06_037_1302",2.00277766666667,33.901389,-118.205
"363",2024-03-01,"06_037_1602",3.1,34.01029,-118.0685
"364",2024-03-01,"06_037_2005",3,34.1326,-118.1272
"365",2024-03-01,"06_037_4008",3.18055566666667,33.859662,-118.200707
"366",2024-03-01,"06_037_4009",-0.7354165,33.793713,-118.171019
"367",2024-03-01,"06_037_9035",1.5416665,34.725389,-118.178601
"368",2024-03-02,"06_037_1103",2.45972233333333,34.06659,-118.22688
"369",2024-03-02,"06_037_1302",1.29444433333333,33.901389,-118.205
"370",2024-03-02,"06_037_4008",3.44583333333333,33.859662,-118.200707
"371",2024-03-02,"06_037_4009",-0.325,33.793713,-118.171019
"372",2024-03-02,"06_037_9035",0,34.725389,-118.178601
"373",2024-03-03,"06_037_1103",4.35416666666667,34.06659,-118.22688
"374",2024-03-03,"06_037_1302",4.2375,33.901389,-118.205
"375",2024-03-03,"06_037_4008",5.24027766666667,33.859662,-118.200707
"376",2024-03-03,"06_037_4009",1.0041665,33.793713,-118.171019
"377",2024-03-03,"06_037_9035",1.2041665,34.725389,-118.178601
"378",2024-03-04,"06_037_1103",7.286111,34.06659,-118.22688
"379",2024-03-04,"06_037_1201",7,34.19925,-118.53276
"380",2024-03-04,"06_037_1302",8.7125,33.901389,-118.205
"381",2024-03-04,"06_037_1602",5.8,34.01029,-118.0685
"382",2024-03-04,"06_037_2005",5.5,34.1326,-118.1272
"383",2024-03-04,"06_037_4008",9.473611,33.859662,-118.200707
"384",2024-03-04,"06_037_4009",3.4,33.793713,-118.171019
"385",2024-03-04,"06_037_9035",1.604348,34.725389,-118.178601
"386",2024-03-05,"06_037_1103",7.3375,34.06659,-118.22688
"387",2024-03-05,"06_037_1302",5.87222233333333,33.901389,-118.205
"388",2024-03-05,"06_037_4008",6.8,33.859662,-118.200707
"389",2024-03-05,"06_037_4009",1.50625,33.793713,-118.171019
"390",2024-03-05,"06_037_9035",3.8347825,34.725389,-118.178601
"391",2024-03-06,"06_037_1103",4.38571433333333,34.06659,-118.22688
"392",2024-03-06,"06_037_1302",4.65972233333333,33.901389,-118.205
"393",2024-03-06,"06_037_4008",4.8,33.859662,-118.200707
"394",2024-03-06,"06_037_4009",2.0229165,33.793713,-118.171019
"395",2024-03-06,"06_037_9035",2.0416665,34.725389,-118.178601
"396",2024-03-07,"06_037_1103",4.90520825,34.06659,-118.22688
"397",2024-03-07,"06_037_1201",5,34.19925,-118.53276
"398",2024-03-07,"06_037_1302",6.573611,33.901389,-118.205
"399",2024-03-07,"06_037_1602",5.8,34.01029,-118.0685
"400",2024-03-07,"06_037_2005",4.1,34.1326,-118.1272
"401",2024-03-07,"06_037_4008",6.8,33.859662,-118.200707
"402",2024-03-07,"06_037_4009",5.37083333333333,33.793713,-118.171019
"403",2024-03-07,"06_037_9035",1.2041665,34.725389,-118.178601
